tokens,labels
"['Summary', 'Companies', 'Refiners', 'need', 'time', 'to', 'complete', 'ongoing', 'Russian', 'imports', 'sources', 'Shipments', 'already', 'booked', 'would', 'arrive', 'in', 'March', ',', 'sources', 'say', 'US', 'wants', 'India', 'to', 'shift', 'to', 'Venezuelan', ',', 'US', 'oil', 'NEW', 'DELHI', ',', 'Feb', '3', '(', 'Reuters', ')', 'Indian', 'refiners', 'have', 'not', 'been', 'told', 'by', 'the', 'government', 'to', 'stop', 'buying', 'Russian', 'oil', 'and', 'would', 'need', 'a', 'wind', 'down', 'period', 'to', 'complete', 'purchases', 'already', 'in', 'process', ',', 'two', 'refining', 'sources', 'said', 'on', 'Tuesday', ',', 'following', 'a', 'trade', 'deal', 'with', 'Washington', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-NORP', 'B-LOC', 'O', 'B-LOC', 'B-NORP', 'O', 'B-NORP', 'O', 'O', 'B-LOC', 'O', 'O', 'B-CARDINAL', 'O', 'B-ORG', 'O', 'B-NORP', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'O']"
"['On', 'Monday', ',', 'U', '.', 'S', '.', 'President', 'Donald', 'Trump', 'announced', 'a', 'trade', 'agreement', 'with', 'Indian', 'Prime', 'Minister', 'Narendra', 'Modi', 'that', 'included', 'halting', 'oil', 'purchases', 'from', 'Russia', ',', 'but', 'without', 'details', 'on', 'how', 'and', 'when', 'such', 'purchases', 'by', 'India', 'would', 'end', '.']","['B-PERSON', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PERSON', 'B-LOC']"
"['The', 'Reuters', 'Power', 'Up', 'newsletter', 'provides', 'everything', 'you', 'need', 'to', 'know', 'about', 'the', 'global', 'energy', 'industry', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['While', 'India', 'has', 'slowed', 'Russian', 'oil', 'purchases', ',', 'refineries', 'have', 'already', 'booked', 'cargoes', 'loading', 'in', 'February', 'and', 'arriving', 'in', 'March', ',', 'the', 'sources', 'said', ',', 'declining', 'to', 'be', 'named', 'as', 'they', 'were', 'not', 'authorised', 'to', 'speak', 'with', 'the', 'media', '.']","['O', 'B-LOC', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Trump', 'said', 'the', 'trade', 'deal', 'would', 'slash', 'U', '.', 'S', '.', 'tariffs', 'on', 'Indian', 'goods', 'to', '18', 'from', '50', ',', 'in', 'exchange', 'for', 'India', 'lowering', 'trade', 'barriers', ',', 'ending', 'Russian', 'oil', 'purchases', 'and', 'importing', 'instead', 'from', 'the', 'United', 'States', 'and', 'potentially', 'Venezuela', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC']"
"['Modi', 'welcomed', 'the', 'tariff', 'reduction', 'but', 'made', 'no', 'mention', 'of', 'halting', 'Russian', 'oil', 'purchases', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O']"
"['COMPLETE', 'HALT', 'OF', 'RUSSIAN', 'IMPORTS', ""'WOULD"", 'HURT', ""NAYARA'"", 'India', 'became', 'the', 'top', 'buyer', 'of', 'discounted', 'Russian', 'seaborne', 'crude', 'after', ""Moscow's"", 'war', 'in', 'Ukraine', 'began', 'in', '2022', ',', 'spurring', 'a', 'backlash', 'from', 'Western', 'nations', 'that', 'had', 'targeted', ""Russia's"", 'energy', 'sector', 'with', 'sanctions', 'aimed', 'at', 'curtailing', ""Moscow's"", 'revenue', 'and', 'making', 'it', 'harder', 'to', 'fund', 'the', 'war', '.']","['O', 'O', 'O', 'B-LOC', 'B-NORP', 'O', 'B-NORP', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-NORP', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'B-NORP', 'I-NORP', 'B-LOC', 'B-NORP', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-DATE', 'O', 'B-LOC', 'I-LOC', 'O', 'B-NORP', 'I-NORP', 'B-LOC', 'O', 'O', 'B-NORP', 'B-LOC', 'I-LOC', 'B-NORP', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-NORP', 'O', 'B-LOC', 'O', 'B-NORP', 'O']"
"['India', 'will', 'gradually', 'cut', 'Russian', 'oil', 'imports', ',', 'a', 'third', 'source', 'said', 'on', 'Tuesday', ',', 'adding', 'that', 'a', 'complete', 'halt', 'would', 'hurt', 'operations', 'at', 'Russia', 'backed', 'Nayara', ""Energy's"", '400', ',', '000', 'barrel', 'per', 'day', 'refinery', '.']","['B-LOC', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-ORG', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'plant', 'has', 'relied', 'solely', 'on', 'Russian', 'crude', 'following', 'European', 'Union', 'sanctions', 'on', 'the', 'company', 'last', 'July', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-NORP', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
"['However', ',', 'Nayara', 'is', 'not', 'planning', 'to', 'load', 'Russian', 'oil', 'in', 'April', 'as', 'it', 'will', 'be', 'shutting', 'its', 'refinery', 'for', 'over', 'a', 'month', 'for', 'maintenance', 'from', 'April', '10', ',', 'the', 'third', 'source', 'added', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Two', 'other', 'refiners', 'have', 'paused', 'new', 'orders', 'in', 'recent', 'days', 'after', 'booking', 'volumes', 'for', 'February', 'and', 'March', ',', 'industry', 'sources', 'said', 'on', 'Tuesday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['One', 'of', 'the', 'sources', 'said', 'his', 'company', 'may', 'delay', 'lifting', 'March', 'cargoes', 'into', 'April', 'to', 'cap', 'India', 's', 'overall', 'Russian', 'oil', 'intake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-NORP', 'O', 'B-NORP', 'O', 'O', 'O']"
"['The', 'sources', ',', 'declining', 'to', 'be', 'named', 'as', 'they', 'were', 'not', 'authorised', 'to', 'speak', 'to', 'the', 'media', ',', 'said', 'future', 'purchases', 'would', 'depend', 'on', 'government', 'guidance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['PREPARING', 'TO', 'SCALE', 'BACK', 'RUSSIAN', 'IMPORTS', 'Indian', 'Oil', 'Corp', '(', 'IOC', '.', 'NS', ')', ',', 'opens', 'new', 'tab', ',', 'Bharat', 'Petroleum', 'Corp', '(', 'BPCL', '.', 'NS', ')', ',', 'opens', 'new', 'tab', 'and', 'Nayara', 'have', 'been', 'regular', 'buyers', 'of', 'Russian', 'oil', '.']","['B-ORG', 'O', 'O', 'B-ORG', 'B-NORP', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'B-NORP', 'B-ORG', 'O', 'B-NORP', 'B-ORG', 'I-ORG']"
"['Reliance', 'Industries', '(', 'RELI', '.', 'NS', ')', ',', 'opens', 'new', 'tab', ',', 'which', 'paused', 'buying', 'Russian', 'oil', 'for', 'a', 'month', ',', 'will', 'buy', 'up', 'to', '150', ',', '000', 'barrels', 'per', 'day', 'from', 'February', ',', 'a', 'company', 'executive', 'said', 'last', 'week', '.']","['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-ORG', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-ORG']"
"['The', 'four', 'companies', 'and', ""India's"", 'oil', 'ministry', 'did', 'not', 'respond', 'to', 'emails', 'seeking', 'comment', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Last', 'week', ',', 'sources', 'said', 'that', 'India', 'was', 'preparing', 'to', 'reduce', 'Russian', 'oil', 'imports', 'to', 'below', '1', 'million', 'barrels', 'per', 'day', ',', 'with', 'one', 'saying', 'such', 'imports', 'eventually', 'would', 'total', '500', ',', '000', '600', ',', '000', 'bpd', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O']"
"[""India's"", 'Russian', 'oil', 'imports', 'peaked', 'at', 'around', '2', 'million', 'bpd', 'last', 'June', '.']","['B-LOC', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O']"
"['Trump', 'said', 'on', 'Saturday', 'India', 'would', 'buy', 'Venezuelan', 'oil', ',', 'but', 'refining', 'sources', 'said', 'on', 'Tuesday', 'that', 'only', 'Reliance', 'and', 'Nayara', 'had', 'the', 'refining', 'capability', 'to', 'process', 'heavy', 'crude', 'in', 'large', 'volumes', '.']","['B-PERSON', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['State', 'refiners', ',', 'they', 'said', ',', 'could', 'not', 'simply', 'switch', 'to', 'Venezualan', 'oil', 'and', 'would', 'only', 'be', 'able', 'to', 'replace', 'less', 'than', '10', 'of', 'Russian', 'supplies', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-NORP', 'O', 'O']"
"[""India's"", 'Russian', 'oil', 'imports', 'fell', 'to', 'their', 'lowest', 'level', 'in', 'two', 'years', 'in', 'December', ',', 'data', 'from', 'trade', 'sources', 'showed', '.']","['B-LOC', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Indian', 'refiners', 'have', 'been', 'buying', 'more', 'from', 'Middle', 'Eastern', ',', 'African', 'and', 'South', 'American', 'countries', 'as', 'they', 'scale', 'back', 'Russian', 'oil', 'purchases', ',', 'refining', 'sources', 'said', 'last', 'month', '.']","['B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'I-NORP', 'O', 'B-NORP', 'O', 'B-NORP', 'I-NORP', 'O', 'B-NORP', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Presently', ',', 'she', 'is', 'working', 'as', 'Team', 'Leader', 'Energy', 'in', 'India', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'I-LOC', 'O']"
"['She', 'has', 'more', 'than', 'two', 'decades', 'of', 'experience', 'in', 'covering', 'India', 'and', 'global', 'energy', 'sector', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['Her', 'stories', 'show', 'a', 'new', 'dimension', 'of', 'the', 'energy', 'sector', ',', 'the', 'nuances', 'of', 'the', 'oil', 'trade', ',', 'the', 'role', 'of', 'geopolitics', 'and', 'the', 'diplomatic', 'efforts', 'that', 'a', 'country', 'makes', 'to', 'mitigate', 'the', 'impact', 'of', 'external', 'shocks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Summary', 'Companies', 'Bitcoin', 'trading', 'below', '80k', 'after', 'a', '6', 'drop', 'on', 'Saturday', ""Microsoft's"", 'Azure', 'revenue', 'growth', 'disappoints', ',', 'impacting', 'AI', 'sentiment', 'Trump', 'nominates', 'Kevin', 'Warsh', 'for', 'Fed', ',', 'markets', 'expect', 'rate', 'cuts', 'Feb', '2', '(', 'Reuters', ')', 'Bitcoin', 'investors', 'liquidated', '2', '.', '56', 'billion', 'in', 'recent', 'days', ',', 'according', 'to', 'data', 'provider', 'CoinGlass', ',', 'as', 'cryptocurrencies', 'slumped', 'following', 'a', 'sell', 'off', 'in', 'other', 'risk', 'assets', ',', 'including', 'equities', 'and', 'precious', 'metals', '.']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'B-CARDINAL', 'O', 'O', 'O', 'B-ORG', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'wipeouts', 'in', 'both', 'short', 'and', 'long', 'bitcoin', 'positions', 'are', 'far', 'below', 'the', 'record', '19', 'billion', 'in', 'crypto', 'liquidations', 'the', 'market', 'experienced', 'after', 'U', '.', 'S', '.', 'President', 'Donald', 'Trump', 'announced', 'new', 'tariffs', 'on', 'China', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'B-LOC', 'I-LOC']"
"['Even', 'so', ',', 'analysts', 'say', 'the', 'fresh', 'cascade', 'of', 'wipeouts', 'demonstrates', 'how', 'sensitive', 'the', 'crypto', 'market', 'has', 'become', 'to', 'risk', 'off', 'sentiment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Week', 'in', 'Breakingviews', 'newsletter', 'offers', 'insights', 'and', 'ideas', 'from', ""Reuters'"", 'global', 'financial', 'commentary', 'team', '.']","['O', 'B-NORP', 'I-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
"['While', 'bitcoin', 'is', 'notoriously', 'volatile', ',', 'cryptocurrencies', 'have', 'been', 'weighed', 'down', 'by', 'fresh', 'concerns', 'about', 'the', 'AI', 'trade', 'and', 'a', 'sell', 'off', 'in', 'precious', 'metals', 'sparked', 'by', ""Trump's"", 'announcement', 'that', 'he', 'was', 'picking', 'Kevin', 'Warsh', 'as', 'his', 'Fed', 'chair', 'nominee', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORG', 'B-NORP', 'O', 'O']"
"['""', 'What', ""we've"", 'seen', 'the', 'last', 'few', 'months', 'is', 'probably', 'people', 'taking', 'a', 'step', 'back', 'while', 'they', 'have', 'to', 'reassess', 'their', 'risk', 'frameworks', 'and', 'how', 'they', 'operate', 'in', 'this', 'market', ',', '""', 'said', 'Adam', 'McCarthy', ',', 'a', 'senior', 'research', 'analyst', 'at', 'digital', 'market', 'data', 'provider', 'Kaiko', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Bitcoin', 'fell', 'as', 'low', 'as', '104', ',', '782', '.', '88', 'during', 'the', 'October', '10', '11', 'period', ',', 'after', 'setting', 'a', 'fresh', 'record', 'high', 'just', 'days', 'earlier', 'above', '126', ',', '000', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-CARDINAL', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O']"
"['It', 'has', 'yet', 'to', 'regain', 'those', 'peaks', ',', 'and', 'was', 'last', 'trading', 'at', 'around', '78', ',', '396', ',', 'after', 'falling', 'more', 'than', '6', 'on', 'Saturday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O']"
"['Thin', 'weekend', 'liquidity', 'also', 'exacerbated', 'downward', 'moves', 'over', 'the', 'weekend', ',', 'Bitfinex', 'analysts', 'said', 'in', 'a', 'Monday', 'research', 'report', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
