Title,Sentence
USDemocrats vow to fight ‘full-blown cover-up’ after release of Epstein files,"“It was not a hoax, I cannot be bullied, I am not done, and this is why those in power are doing everything in their power to defeat me,” Massie wrote."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"The son of Norway’s crown princess, Marius Borg Høiby, has been arrested on new charges just days before the start of his rape trial, as his mother continues to face questions over her relationship with Jeffrey Epstein."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"The Oslo police district said Høiby had been arrested on Sunday evening on suspicion of assault, making threats with a knife and violating a restraining order."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"The arrest came days before Høiby, 29, stands trial on charges of 38 offences including four counts of rape, the domestic abuse of a former partner and the illegal filming of a number of women without their knowledge or consent."
Son of Norway’s crown princess arrested on new charges before start of rape trial,The trial is expected to start in Oslo on Tuesday and take place over seven weeks.
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Høiby has denied the most serious charges, including those of sexual abuse."
Son of Norway’s crown princess arrested on new charges before start of rape trial,Police have requested four weeks of imprisonment for Høiby on the grounds of preventing him from reoffending.
Son of Norway’s crown princess arrested on new charges before start of rape trial,Oslo district court ruled that he could be remanded in custody until otherwise decided by the prosecuting authority or court until 2 March.
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Andreas Kruszewski, a police prosecutor, said: “The Oslo police district can confirm that Marius Borg Høiby was arrested on Sunday evening and charged with bodily harm, making threats involving a knife, and breach of a restraining order."
Son of Norway’s crown princess arrested on new charges before start of rape trial,Høiby’s arrest comes at a moment of great tension for the Norwegian royal family.
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Over the weekend the crown princess, Mette-Marit, was forced to respond to revelations about her relationship with the late child sex offender Epstein after her name appeared nearly 1,000 times in the newly unsealed files released by the US justice department on Friday."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"While the Norwegian public and media have known for a long time that Høiby’s trial was coming, Mette-Marit’s inclusion in the Epstein files has taken people by surprise."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"In them, Mette-Marit calls Epstein “very charming”, “soft-hearted” and “such a sweetheart”, appearing to suggest they were in close contact between 2011 and 2014, years after he pleaded guilty to charges that included soliciting prostitution from a minor in Florida."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"In a statement issued on Saturday, Mette-Marit said the files “showed poor judgment”, adding: “I deeply regret having had any contact with Epstein."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"It is simply embarrassing.”  Shazia Majid, a journalist and columnist for the Norwegian tabloid VG, said the emails had come “at the “worst possible time”."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"People are talking about it everywhere, and there is a strong sense of anger and disappointment,” she said."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Support for the royal family had been impacted “at least in the short term”, said Majid, adding: “The monarchy is undoubtedly facing a serious crisis.” Long term, however, she expects the public to “rally around” King Harald V, 88, Queen Sonja and Crown Prince Haakon."
Son of Norway’s crown princess arrested on new charges before start of rape trial,The Norwegian parliament was due on Tuesday to vote on whether to replace the monarchy in a ballot that is held once every four years.
Son of Norway’s crown princess arrested on new charges before start of rape trial,"While it is not expected to succeed, it may have stronger support than previous years."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"“Can Mette-Marit be queen after this?” questioned Aftenposten, a daily newspaper, at the weekend."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Craig Aaen-Stockdale, the leader of the organisation Norway as a Republic, said the Epstein emails had “knocked a lot of people’s confidence in the monarchy”, including among former supporters."
Son of Norway’s crown princess arrested on new charges before start of rape trial,“The popularity of the monarchy has crashed among the general population.
Son of Norway’s crown princess arrested on new charges before start of rape trial,"The Norwegian prime minister, Jonas Gahr Støre, said on Monday he expected “the Norwegians mentioned” in the files to “comment on the truth about what happened”."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"“The crown princess herself has stated that she has shown poor judgment, which I agree with,” said the Labour leader."
Son of Norway’s crown princess arrested on new charges before start of rape trial,Inclusion in the files does not imply wrongdoing.
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Mette-Marit, who has pulmonary fibrosis and recently revealed that she is likely to need a lung transplant, married Haakon, the future king of Norway, in 2001."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Her son, Høiby, was born from a previous relationship."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"In one email to Epstein in 2012, Mette-Marit asked Epstein if it was “inappropriate for a mother to suggest two naked women carrying a surfboard for my 15 yr old sons wallpaper”."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Soon before, she emailed Epstein about him being on a “wife hunt” in Paris in which she said the French capital was “good for adultery” and said that “Scandis (are) better wife material”."
Son of Norway’s crown princess arrested on new charges before start of rape trial,"After receiving flowers from him when she was feeling unwell, she sent him a thank you email signed, “Love, Mm.” The files also indicate that she stayed at Epstein’s house in Palm Beach, Florida, for four days in 2013 when he was away."
Son of Norway’s crown princess arrested on new charges before start of rape trial,The files show that she had Googled Epstein in 2011 and told him “it didn’t look too good” with a smiling face emoji.
Son of Norway’s crown princess arrested on new charges before start of rape trial,Mette-Marit has expressed her “deep sympathy and solidarity” with Epstein’s victims and said she was responsible “for not having checked Epstein’s background more closely and not understanding quickly enough what kind of person he was”.
Son of Norway’s crown princess arrested on new charges before start of rape trial,The palace said Mette-Marit had ended written contact with Epstein in 2014 as she felt he was “trying to use his relationship with the crown princess as leverage with other people”.
Son of Norway’s crown princess arrested on new charges before start of rape trial,Among other Norwegians included in the latest Epstein files release is the former Labour prime minister Thorbjørn Jagland.
Son of Norway’s crown princess arrested on new charges before start of rape trial,"Between 2013 and 2014, while Jagland was secretary general of the Council of Europe and chair of the Nobel committee, he talked about a potential family visit to Epstein’s island."
Son of Norway’s crown princess arrested on new charges before start of rape trial,He has since said the plan “never came to fruition”.
Son of Norway’s crown princess arrested on new charges before start of rape trial,"In 2012, he wrote in an email to Epstein that he had just been to Tirana, the capital of Albania, where he said there were “extraordinary girls”."
Son of Norway’s crown princess arrested on new charges before start of rape trial,He has since said that some of his emails have “embarrassing jargon that can be misunderstood”.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"Russian forces attacked Ukraine’s capital of Kyiv, its second-largest city of Kharkiv and other centres early on Tuesday, officials said, triggering fires and dealing new blows to energy infrastructure."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"The strikes injured four people, officials in the two largest cities said."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"In Kyiv, as nighttime temperatures dipped close to -20C (-4F), witnesses reported loud explosions after midnight, saying missiles and drones were being deployed."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"The strikes caused damage in five districts, hitting three apartment blocks and a building housing a kindergarten, the city’s military administration chief, Tymur Tkachenko, said on Telegram."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,Flames consumed an apartment on the upper floors of a Kyiv block in videos posted on social media.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,Kharkiv mayor Ihor Terekhov said the attacks targeted energy infrastructure and called for tough decisions to keep heating systems from freezing.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"“The goal is obvious: to cause maximum destruction and leave the city without heat in severe cold,” he said on Telegram."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"Public broadcaster Suspilne also said Russian strikes had knocked out power in two towns in the Kharkiv region, Izium and Balakliia, and struck two apartment buildings in the northern city of Sumy."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,Donald Trump said earlier that his administration may have some good news soon on its push to end the war in Ukraine.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,“I think we’re doing very well with Ukraine and Russia.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"For the first time, I’m saying that,” Trump told reporters in the Oval Office on Monday."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"“I think we’re going to, maybe, have some good news.”  The Russian attacks came on the eve of the next planned three-sided negotiations on ending the war and coincided with talk of a ceasefire on strikes on energy infrastructure adopted by both Russia and Ukraine at Trump’s request."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"Russia said the ceasefire ended on Sunday, while Ukraine said it was to continue for a week from 30 January."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"Volodymyr Zelenskyy said on Monday that Russia had largely observed the truce and not carried out any targeted missile or drone strikes on energy infrastructure in the past 24 hours, but that steady Russian shelling had hit energy facilities near the front line."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"Ukraine has agreed with western partners that any persistent Russian violations of a future ceasefire agreement would trigger a co-ordinated military response from Europe and the US, the Financial Times reported on Tuesday, citing people briefed on the discussions."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,Reuters could not immediately verify the report.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"Zelenskyy said it was “realistic to achieve a dignified and lasting peace”, ahead of the Ukrainian talks with Russian and US officials due to take place over two days from Wednesday in Abu Dhabi."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"“Ukraine is ready for real steps,” the Ukrainian president said."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,A White House official said Trump special envoy Steve Witkoff would attend the talks.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,Zelenskyy said the Ukrainian delegation would also hold bilateral meetings with US officials during the two days.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"Russia has repeated that it would regard the deployment of any foreign military forces or infrastructure in Ukraine as unacceptable foreign intervention and treat those forces as legitimate targets, the Russian foreign ministry said on Monday, citing foreign minister Sergei Lavrov."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,Moscow has repeatedly said it will not tolerate such troops’ presence there.
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"The EU’s decision last week to ban Russian gas imports was “100% legally sound”, the bloc’s energy commissioner said, adding it would prevent Russia from weaponising energy."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"“We’ve said we will no longer help indirectly finance [Russian president Vladimir] Putin’s war in Ukraine by buying gas there,” Dan Jorgensen told reporters in Lisbon on Monday after meeting with Portugal’s energy minister."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"“That also means it’s no longer possible for Russia to blackmail EU member states to weaponise energy against us.”  Germany has detained five people suspected of operating a network that exported goods to Russian defence companies, contravening EU sanctions imposed over the war, German federal prosecutors said on Monday."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,"The federal prosecutors’ office estimated the group had allegedly arranged 16,000 shipments, worth a combined €30m ($36m) since February 2022, and that Russian state agencies were suspected of directing the procurement activities."
Ukraine war briefing: Kyiv under Russian missile attack after Trump says US may have ‘good news’ on war,The Russian embassy in Berlin did not immediately respond to a Reuters request for comment on the accusations.
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Pakistan’s military said on Saturday that multiple suicide and gun attacks by “terrorists” across the restive south-western province of Balochistan killed 33 people, including civilians, while security forces responding to the violence killed 92 assailants."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say",Analysts described it as the deadliest single day for militants in decades.
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","During the attacks, Baloch insurgents targeted civilians, a high-security prison, police stations and paramilitary installations."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Eighteen civilians, 15 security personnel and 92 insurgents were killed, the military said."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Though Baloch separatists and the Pakistani Taliban frequently target security forces in Balochistan and elsewhere in the country, coordinated attacks on this scale are rare."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Authorities said at least 133 militants have been killed across Balochistan over the past 48 hours, including 92 on Saturday."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say",The military and Pakistan’s interior minister Mohsin Naqvi said the attackers had the backing of India.
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","There was no immediate response from New Delhi, which has denied such allegations previously."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","The outlawed Baloch Liberation Army, or BLA, claimed responsibility for the suicide and gun attacks, during which some of the banks were robbed and a police station and dozens of vehicles torched."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","The BLA released videos showing female fighters taking part in the attacks, apparently part of propaganda efforts to highlight the role of women among the militants."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Shahid Rind, a spokesperson for the Balochistan government, said most of the attacks were foiled."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","They came a day after the military said security forces this week raided two militant hideouts in the country’s south-west, killing 41 insurgents in separate gun battles."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","The provincial chief minister, Sarfraz Bugti, wrote on X that security forces were chasing the insurgents."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say",He said at least 700 insurgents were killed by security forces in the past year.
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Earlier on Saturday, authorities said that insurgents destroyed rail tracks, prompting Pakistan Railways to suspend train services from Balochistan to other parts of the country."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Targets were police, prison, paramilitary forces and passengers  The attacks began almost simultaneously across the province, the provincial health minister, Bakht Muhammad Kakar, said."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","He said two police officers were killed in a grenade attack on a police vehicle in Quetta, the provincial capital."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say",The government declared an emergency at all hospitals.
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Dozens of insurgents also attacked a prison in Mastung district, freeing more than 30 inmates, police said."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","In other attacks, militants attempted to storm the provincial headquarters of paramilitary forces in Nushki district, but the attack was repelled, police said."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Insurgents hurled grenades at the office of a government administrator in Dalbandin district, but a swift response by security forces forced them to flee, according to local authorities."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Attacks on security posts in Balincha, Tump and Kharan districts were thwarted, while in Pasni and Gwadar, insurgents attempted to abduct passengers travelling on buses along highways, police said."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say",The BLA is banned in Pakistan and designated a terrorist organisation by the US.
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","It has been behind numerous attacks in recent years, and Pakistan says the group enjoys the backing from India, a charge New Delhi denies."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Pakistan has repeatedly said that Baloch separatists, the Pakistani Taliban and other militants are using Afghan soil to launch attacks inside Pakistan."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Abdullah Khan, managing director of the Islamabad-based Pakistan Institute for Conflict and Security Studies, told the Associated Press that the “terrorists linked to BLA or other groups had never before been killed in such a large number in a single day” in Balochistan."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","Baloch separatist groups and the Pakistani Taliban, known as Tehrik-e-Taliban Pakistan, or TTP, have intensified attacks in Pakistan in recent months."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say","The TTP is a separate group but allied with Afghanistan’s Taliban, who returned to power in August 2021."
"More than 120 dead after multiple suicide and gun attacks in Pakistan, officials say",Balochistan has long been the site of an insurgency by separatist groups seeking independence from Pakistan’s central government in Islamabad.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"After Missouri residents voted to repeal their state’s near-total abortion ban and enshrine abortion rights into their state constitution, advocates quickly got to work."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"In a lawsuit filed the day after the 2024 election, abortion providers challenged not only the constitutionality of the state’s ban, but also a slew of other restrictions that, they said, made their jobs so arduous as to be impossible."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"More than a year later, they are still in court."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Last week, Missouri abortion rights supporters and opponents ended a two-week-trial over the legality of dozens of Missouri restrictions."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,But Missouri is far from the only state where activists are waiting to realize the full promise of ballot measures that were meant to expand abortion rights in states that passed them.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Legal battles over the measures are also raging in Arizona, Michigan, Montana, Nevada and Ohio."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"In some of these states, lawmakers have also introduced legislation that, experts say, would undercut the will of voters who passed the measures."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,At least three states are set to vote on pro-abortion-rights ballot measures come November.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Advocates hope they’ll join the 12 states that passed such measures after the fall of Roe v Wade, which triggered a national backlash that highlighted how popular abortion protections are even in red states."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"But abortion rights supporters are warning that the fights that have followed prove that such measures are not a panacea, given the obstacles that decision-makers can throw up."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“A ballot measure changes the constitution and it says that the voters want receptive rights and freedom to be protected, but the amendments don’t make everything go away on their own,” said Amy Myrick, senior counsel at the Center for Reproductive Rights, which is involved in several post-measure legal battles."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,“The courts and the legislatures have to follow through to strike down restrictions when they’re unconstitutional.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"And even when there’s a right in the constitution, burdensome restrictions can stay on the books and make it difficult or even impossible for people to get care.”  While advocates have successfully used the measures to strike down sweeping abortion bans, they hoped to use the measures to also eliminate the hundreds of restrictions that had gnawed away at access to abortion in the decades before the US supreme court overturned Roe v Wade."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Missouri’s history, in particular, offers a snapshot of these restrictions’ power."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,Onerous rules around abortion clinics’ operation – such as a requirement that providers perform two pelvic exams on patients – nearly forced the state’s last abortion clinic to close in 2019.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,The number of abortions performed in Missouri plunged: just 167 abortions were recorded in 2020.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"That marked a 97% decrease from 2010, far more than the national average."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"During the trial earlier this month, Missouri abortion providers argued that the measure rendered many of the state’s restrictions unconstitutional ."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Among the restrictions they hope to remove are a ban on prescribing abortion pills through telehealth, a requirement that physicians develop an in-depth complications plan and a mandate that abortion patients wait 72 hours after an initial consultation before undergoing the procedure."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"These laws, they argued, constituted “targeted regulations of abortion providers” (Trap) laws, leading abortion to be policed unlike any other medical procedure."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“I provide vasectomies routinely,” Dr Margaret Baum, chief medical officer with St Louis-based Planned Parenthood Great Rivers, testified."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“And I am not required to have a complication plan, contact a primary care physician, even ask the patient how many miles they live from the health center.”  State officials, meanwhile, maintained that the restrictions were necessary to protect women’s health."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“If they’re safe, these requirements don’t burden them,” Peter Donohue, Missouri’s deputy solicitor general, said in court of abortion providers."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,A ruling is not expected for several months.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"‘A snub to the voter’  By 2022, the year that Roe fell, 24 states had enacted Trap laws."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"States passed most of those laws after 2010, when Republicans – enraged by Barack Obama’s 2008 ascension to the presidency – mounted a nationwide campaign dedicated to retaking state legislatures."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,The legal battles outside Missouri are also largely over Trap laws.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Earlier this month, Arizona advocates went to trial over a requirement that requires patients to make two in-person trips to an abortion clinic 24 hours apart and a ban on telemedicine abortion (which has become an increasingly common abortion method since Roe’s demise)."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"In Ohio and Michigan, activists are hoping to strike down a similar 24-hour waiting-period law, among other restrictions, while Montana advocates are fighting against 2024 licensing requirements that could force abortion clinics to close."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"In Nevada, they have sued to strike down a 1985 law that requires minors to notify their parents before getting an abortion."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,Conservative legislators in some of these states are also still trying to implement new abortion restrictions.
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Last year, Ohio lawmakers introduced a bill to strengthen the anti-abortion doctrine of “fetal personhood”, which claims that embryos and fetuses deserve full legal rights and protections, even though 57% of voters supported enshrining abortion rights in the state constitution in 2023."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"In Montana, where 57% of voters decided in 2024 to codify the right to an abortion up until fetal viability, legislators considered a bill that would ban people from helping others get “illegal” abortions both in and out of the state."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,(The bill did not explain what constituted an “illegal” abortion.)
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Both state legislatures are dominated by Republicans, but neither bill became law."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"However, the Republican-controlled Arizona state house has already advanced three fetal-personhood bills this year."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"If fully enshrined in law, fetal personhood would make abortion illegal – and fly in the face of the 62% of Arizona voters who, in 2024, voted to protect abortion rights."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Jos Raadschelders, an Ohio State University professor who studies the structure and functioning of governments, called Ohio legislators’ attempts to circumvent their state’s ballot measure “an act of arrogance”."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“Ignoring the will of the voters is democratic backsliding,” he said."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“It’s a snub to the voter.”  Even if abortion providers win their case in Missouri, the procedure may not remain accessible for long."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Even though 51% of the state’s voters supported the pro-abortion ballot measure in 2024,anti-abortion activists have placed a fresh measure on the 2026 ballot that, if passed, would in effect repeal the 2024 measure and restore the state’s abortion ban."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Mallory Schwarz, executive director of Abortion Action Missouri, called the upcoming measure “disheartening”."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“There was so much back and forth around the ballot, solving everything in one go, but it was never going to be that simple,” she said."
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“It’s going to take a concerted effort, a multipronged legal, organizing, advocacy, grassroots strategy, in order to get Missouri to a point of people being able to exercise the rights they voted for."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"The Dalai Lama has taken home his first Grammy award, prompting criticism from China."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"The 90-year-old Buddhist spiritual leader, who lives in exile in India, was announced as the winner for the narration and storytelling category for his spoken word album, Meditations: The Reflections of His Holiness the Dalai Lama – adding the award to a collection that includes a Nobel peace prize, a presidential medal of freedom and the Gandhi peace prize."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"“I receive this recognition with gratitude and humility,” he said in a social media post after the awards on Sunday night."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"“I don’t see it as something personal, but as a recognition of our shared universal responsibility.”  Beijing, which condemns the Dalai Lama as a rebel and separatist, opposed the win, calling his work “anti-China political manipulation”."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"“We firmly oppose relevant parties using art awards as a tool for anti-China political manipulation, and this position is consistent and clear,” foreign ministry spokesman Lin Jian told a regular press conference."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,The Dalai Lama is the most revered figure in Tibetan Buddhism and a tireless advocate for the rights of Tibetans since the region was annexed by China.
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,Tibetan Buddhists believe he is the 14th reincarnation of a spiritual leader first born in 1391.
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"He was 23 when he fled the Tibetan capital, Lhasa, in fear for his life after Chinese troops crushed an uprising in 1959."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"He has never been able to return, and in the years since he set up home in the Indian city of Dharamshala alongside fellow Tibetan exiles."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"Over the decades, the Dalai Lama has become a globally revered figure with his messages of peace, harmony and non-violence garnering millions of devotees."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"His Meditations audiobook featured recordings of him speaking on peace, compassion and mindfulness and was set to a score by the Indian classical musician Amjad Ali Khan and his sons."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"“I truly believe that peace, compassion, care for our environment, and an understanding of the oneness of humanity are essential for the collective wellbeing of all 8 billion human beings,” said the Dalai Lama, in his statement after receiving his Grammy."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"The audiobook also features artists such as Maggie Rogers and Rufus Wainwright, who accepted the award on behalf of the Dalai Lama at the ceremony in Los Angeles."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"Though 90 years old, the Dalai Lama still insists he has many more years to live."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"However, many Tibetans fear that his death will trigger a tense succession battle between the Tibetan community and the Chinese government, which for decades has sought to control the institution of the Dalai Lama to secure their influence over Tibet."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,The Chinese have accused the Dalai Lama of being a separatist dissident and a “wolf in monk’s clothing”.
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"After his 90th birthday last year, the Dalai Lama pushed back at attempted Chinese interference in the Tibetan institution."
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"He affirmed that, as per centuries of tradition, he would be reincarnated after his death but only only his inner circle – a trust of closely allied monks – would have the “sole authority” to locate his successor."
"Norway’s crown princess had years of contact with Epstein, files suggest",Norway’s crown princess has become embroiled in another scandal after newly unsealed files appeared to show her years of extensive contact with the late child sex offender Jeffrey Epstein.
"Norway’s crown princess had years of contact with Epstein, files suggest","The latest tranche of Epstein files, released on Friday by the US justice department, appear to include nearly 1,000 mentions of the crown princess, Mette-Marit."
"Norway’s crown princess had years of contact with Epstein, files suggest","The files include scores of emails traded between the two, suggesting they were in contact from 2011 to 2014, the Norwegian daily VG reported."
"Norway’s crown princess had years of contact with Epstein, files suggest",Mette-Marit married the future king of Norway in 2001.
"Norway’s crown princess had years of contact with Epstein, files suggest",The revelations come at a sensitive time for the royal family.
"Norway’s crown princess had years of contact with Epstein, files suggest","The trial of Mette-Marit’s son, Marius Borg Høiby for rape is due to begin on Tuesday."
"Norway’s crown princess had years of contact with Epstein, files suggest","He was born from a relationship before she married Crown Prince Haakon  Høiby is facing 38 charges, including the alleged rape of four women as well as alleged assault and drug offences."
"Norway’s crown princess had years of contact with Epstein, files suggest",If convicted he could face up to 16 years in prison.
"Norway’s crown princess had years of contact with Epstein, files suggest","Høiby has denied the most serious charges, including those of sexual abuse."
"Norway’s crown princess had years of contact with Epstein, files suggest","On Saturday, Mette-Marit addressed her relationship with Epstein, who killed himself in jail in 2019 as he awaited trial for sex crimes against minors."
"Norway’s crown princess had years of contact with Epstein, files suggest",“I showed poor judgment and I deeply regret having had any contact with Epstein.
