Title,Sentence,clean_sentence
These states voted to protect abortion rights. Conservative lawmakers are not standing down,The number of abortions performed in Missouri plunged: just 167 abortions were recorded in 2020.,The number abortion performed Missouri plunged 167 abortion recorded 2020
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"That marked a 97% decrease from 2010, far more than the national average.",That marked decrease 2010 far national average
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"During the trial earlier this month, Missouri abortion providers argued that the measure rendered many of the state’s restrictions unconstitutional .",During trial earlier month Missouri abortion provider argued measure rendered many state restriction unconstitutional
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Among the restrictions they hope to remove are a ban on prescribing abortion pills through telehealth, a requirement that physicians develop an in-depth complications plan and a mandate that abortion patients wait 72 hours after an initial consultation before undergoing the procedure.",Among restriction hope remove ban prescribing abortion pill telehealth requirement physician develop in-depth complication plan mandate abortion patient wait hour initial consultation undergoing procedure
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"These laws, they argued, constituted “targeted regulations of abortion providers” (Trap) laws, leading abortion to be policed unlike any other medical procedure.",These law argued constituted targeted regulation abortion provider Trap law leading abortion policed unlike medical procedure
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“I provide vasectomies routinely,” Dr Margaret Baum, chief medical officer with St Louis-based Planned Parenthood Great Rivers, testified.",provide vasectomy routinely Margaret Baum chief medical officer Louis-based Planned Parenthood Great Rivers testified
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“And I am not required to have a complication plan, contact a primary care physician, even ask the patient how many miles they live from the health center.”  State officials, meanwhile, maintained that the restrictions were necessary to protect women’s health.",And required complication plan contact primary care physician even ask patient many mile live health center. State official meanwhile maintained restriction necessary protect woman health
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“If they’re safe, these requirements don’t burden them,” Peter Donohue, Missouri’s deputy solicitor general, said in court of abortion providers.",safe requirement burden Peter Donohue Missouri deputy solicitor general said court abortion provider
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"‘A snub to the voter’  By 2022, the year that Roe fell, 24 states had enacted Trap laws.",snub voter 2022 year Roe fell state enacted Trap law
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"States passed most of those laws after 2010, when Republicans – enraged by Barack Obama’s 2008 ascension to the presidency – mounted a nationwide campaign dedicated to retaking state legislatures.",States passed law 2010 Republicans enraged Barack Obama 2008 ascension presidency mounted nationwide campaign dedicated retaking state legislature
These states voted to protect abortion rights. Conservative lawmakers are not standing down,The legal battles outside Missouri are also largely over Trap laws.,The legal battle outside Missouri also largely Trap law
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Earlier this month, Arizona advocates went to trial over a requirement that requires patients to make two in-person trips to an abortion clinic 24 hours apart and a ban on telemedicine abortion (which has become an increasingly common abortion method since Roe’s demise).",Earlier month Arizona advocate went trial requirement requires patient make two in-person trip abortion clinic hour apart ban telemedicine abortion become increasingly common abortion method since Roe demise
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"In Ohio and Michigan, activists are hoping to strike down a similar 24-hour waiting-period law, among other restrictions, while Montana advocates are fighting against 2024 licensing requirements that could force abortion clinics to close.",Ohio Michigan activist hoping strike similar 24-hour waiting-period law among restriction Montana advocate fighting 2024 licensing requirement could force abortion clinic close
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"In Nevada, they have sued to strike down a 1985 law that requires minors to notify their parents before getting an abortion.",Nevada sued strike 1985 law requires minor notify parent getting abortion
These states voted to protect abortion rights. Conservative lawmakers are not standing down,Conservative legislators in some of these states are also still trying to implement new abortion restrictions.,Conservative legislator state also still trying implement new abortion restriction
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Last year, Ohio lawmakers introduced a bill to strengthen the anti-abortion doctrine of “fetal personhood”, which claims that embryos and fetuses deserve full legal rights and protections, even though 57% of voters supported enshrining abortion rights in the state constitution in 2023.",Last year Ohio lawmaker introduced bill strengthen anti-abortion doctrine fetal personhood claim embryo fetus deserve full legal right protection even though voter supported enshrining abortion right state constitution 2023
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"In Montana, where 57% of voters decided in 2024 to codify the right to an abortion up until fetal viability, legislators considered a bill that would ban people from helping others get “illegal” abortions both in and out of the state.",Montana voter decided 2024 codify right abortion fetal viability legislator considered bill would ban people helping others get illegal abortion state
These states voted to protect abortion rights. Conservative lawmakers are not standing down,(The bill did not explain what constituted an “illegal” abortion.),The bill explain constituted illegal abortion
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Both state legislatures are dominated by Republicans, but neither bill became law.",Both state legislature dominated Republicans neither bill became law
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"However, the Republican-controlled Arizona state house has already advanced three fetal-personhood bills this year.",However Republican-controlled Arizona state house already advanced three fetal-personhood bill year
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"If fully enshrined in law, fetal personhood would make abortion illegal – and fly in the face of the 62% of Arizona voters who, in 2024, voted to protect abortion rights.",fully enshrined law fetal personhood would make abortion illegal fly face Arizona voter 2024 voted protect abortion right
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Jos Raadschelders, an Ohio State University professor who studies the structure and functioning of governments, called Ohio legislators’ attempts to circumvent their state’s ballot measure “an act of arrogance”.",Jos Raadschelders Ohio State University professor study structure functioning government called Ohio legislator attempt circumvent state ballot measure act arrogance
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“It’s a snub to the voter.”  Even if abortion providers win their case in Missouri, the procedure may not remain accessible for long.",snub voter. Even abortion provider win case Missouri procedure may remain accessible long
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Even though 51% of the state’s voters supported the pro-abortion ballot measure in 2024,anti-abortion activists have placed a fresh measure on the 2026 ballot that, if passed, would in effect repeal the 2024 measure and restore the state’s abortion ban.",Even though state voter supported pro-abortion ballot measure 2024 anti-abortion activist placed fresh measure 2026 ballot passed would effect repeal 2024 measure restore state abortion ban
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"Mallory Schwarz, executive director of Abortion Action Missouri, called the upcoming measure “disheartening”.",Mallory Schwarz executive director Abortion Action Missouri called upcoming measure disheartening
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“There was so much back and forth around the ballot, solving everything in one go, but it was never going to be that simple,” she said.",There much back forth around ballot solving everything one never going simple said
These states voted to protect abortion rights. Conservative lawmakers are not standing down,"“It’s going to take a concerted effort, a multipronged legal, organizing, advocacy, grassroots strategy, in order to get Missouri to a point of people being able to exercise the rights they voted for.",going take concerted effort multipronged legal organizing advocacy grassroots strategy order get Missouri point people able exercise right voted
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"The Dalai Lama has taken home his first Grammy award, prompting criticism from China.",The Dalai Lama taken home first Grammy award prompting criticism China
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"The 90-year-old Buddhist spiritual leader, who lives in exile in India, was announced as the winner for the narration and storytelling category for his spoken word album, Meditations: The Reflections of His Holiness the Dalai Lama – adding the award to a collection that includes a Nobel peace prize, a presidential medal of freedom and the Gandhi peace prize.",The 90-year-old Buddhist spiritual leader life exile India announced winner narration storytelling category spoken word album Meditations The Reflections His Holiness Dalai Lama adding award collection includes Nobel peace prize presidential medal freedom Gandhi peace prize
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"“I receive this recognition with gratitude and humility,” he said in a social media post after the awards on Sunday night.",receive recognition gratitude humility said social medium post award Sunday night
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"“I don’t see it as something personal, but as a recognition of our shared universal responsibility.”  Beijing, which condemns the Dalai Lama as a rebel and separatist, opposed the win, calling his work “anti-China political manipulation”.",see something personal recognition shared universal responsibility. Beijing condemns Dalai Lama rebel separatist opposed win calling work anti-China political manipulation
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"“We firmly oppose relevant parties using art awards as a tool for anti-China political manipulation, and this position is consistent and clear,” foreign ministry spokesman Lin Jian told a regular press conference.",firmly oppose relevant party using art award tool anti-China political manipulation position consistent clear foreign ministry spokesman Lin Jian told regular press conference
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,The Dalai Lama is the most revered figure in Tibetan Buddhism and a tireless advocate for the rights of Tibetans since the region was annexed by China.,The Dalai Lama revered figure Tibetan Buddhism tireless advocate right Tibetans since region annexed China
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,Tibetan Buddhists believe he is the 14th reincarnation of a spiritual leader first born in 1391.,Tibetan Buddhists believe 14th reincarnation spiritual leader first born 1391
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"He was 23 when he fled the Tibetan capital, Lhasa, in fear for his life after Chinese troops crushed an uprising in 1959.",fled Tibetan capital Lhasa fear life Chinese troop crushed uprising 1959
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"He has never been able to return, and in the years since he set up home in the Indian city of Dharamshala alongside fellow Tibetan exiles.",never able return year since set home Indian city Dharamshala alongside fellow Tibetan exile
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"Over the decades, the Dalai Lama has become a globally revered figure with his messages of peace, harmony and non-violence garnering millions of devotees.",Over decade Dalai Lama become globally revered figure message peace harmony non-violence garnering million devotee
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"His Meditations audiobook featured recordings of him speaking on peace, compassion and mindfulness and was set to a score by the Indian classical musician Amjad Ali Khan and his sons.",His Meditations audiobook featured recording speaking peace compassion mindfulness set score Indian classical musician Amjad Ali Khan son
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"“I truly believe that peace, compassion, care for our environment, and an understanding of the oneness of humanity are essential for the collective wellbeing of all 8 billion human beings,” said the Dalai Lama, in his statement after receiving his Grammy.",truly believe peace compassion care environment understanding oneness humanity essential collective wellbeing billion human being said Dalai Lama statement receiving Grammy
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"The audiobook also features artists such as Maggie Rogers and Rufus Wainwright, who accepted the award on behalf of the Dalai Lama at the ceremony in Los Angeles.",The audiobook also feature artist Maggie Rogers Rufus Wainwright accepted award behalf Dalai Lama ceremony Los Angeles
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"Though 90 years old, the Dalai Lama still insists he has many more years to live.",Though year old Dalai Lama still insists many year live
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"However, many Tibetans fear that his death will trigger a tense succession battle between the Tibetan community and the Chinese government, which for decades has sought to control the institution of the Dalai Lama to secure their influence over Tibet.",However many Tibetans fear death trigger tense succession battle Tibetan community Chinese government decade sought control institution Dalai Lama secure influence Tibet
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,The Chinese have accused the Dalai Lama of being a separatist dissident and a “wolf in monk’s clothing”.,The Chinese accused Dalai Lama separatist dissident wolf monk clothing
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"After his 90th birthday last year, the Dalai Lama pushed back at attempted Chinese interference in the Tibetan institution.",After 90th birthday last year Dalai Lama pushed back attempted Chinese interference Tibetan institution
Beijing condemns Dalai Lama’s Grammy win as ‘anti-China political manipulation’,"He affirmed that, as per centuries of tradition, he would be reincarnated after his death but only only his inner circle – a trust of closely allied monks – would have the “sole authority” to locate his successor.",affirmed per century tradition would reincarnated death inner circle trust closely allied monk would sole authority locate successor
"Norway’s crown princess had years of contact with Epstein, files suggest",Norway’s crown princess has become embroiled in another scandal after newly unsealed files appeared to show her years of extensive contact with the late child sex offender Jeffrey Epstein.,Norway crown princess become embroiled another scandal newly unsealed file appeared show year extensive contact late child sex offender Jeffrey Epstein
"Norway’s crown princess had years of contact with Epstein, files suggest","The latest tranche of Epstein files, released on Friday by the US justice department, appear to include nearly 1,000 mentions of the crown princess, Mette-Marit.","The latest tranche Epstein file released Friday justice department appear include nearly 1,000 mention crown princess Mette-Marit"
"Norway’s crown princess had years of contact with Epstein, files suggest","The files include scores of emails traded between the two, suggesting they were in contact from 2011 to 2014, the Norwegian daily VG reported.",The file include score email traded two suggesting contact 2011 2014 Norwegian daily reported
"Norway’s crown princess had years of contact with Epstein, files suggest",Mette-Marit married the future king of Norway in 2001.,Mette-Marit married future king Norway 2001
"Norway’s crown princess had years of contact with Epstein, files suggest",The revelations come at a sensitive time for the royal family.,The revelation come sensitive time royal family
"Norway’s crown princess had years of contact with Epstein, files suggest","The trial of Mette-Marit’s son, Marius Borg Høiby for rape is due to begin on Tuesday.",The trial Mette-Marit son Marius Borg Høiby rape due begin Tuesday
"Norway’s crown princess had years of contact with Epstein, files suggest","He was born from a relationship before she married Crown Prince Haakon  Høiby is facing 38 charges, including the alleged rape of four women as well as alleged assault and drug offences.",born relationship married Crown Prince Haakon Høiby facing charge including alleged rape four woman well alleged assault drug offence
"Norway’s crown princess had years of contact with Epstein, files suggest","On Saturday, Mette-Marit addressed her relationship with Epstein, who killed himself in jail in 2019 as he awaited trial for sex crimes against minors.",Saturday Mette-Marit addressed relationship Epstein killed jail 2019 awaited trial sex crime minor
"Norway’s crown princess had years of contact with Epstein, files suggest",“I showed poor judgment and I deeply regret having had any contact with Epstein.,showed poor judgment deeply regret contact Epstein
"Norway’s crown princess had years of contact with Epstein, files suggest","It is simply embarrassing,” she said in a statement issued by the royal palace.",simply embarrassing said statement issued royal palace
"Norway’s crown princess had years of contact with Epstein, files suggest","The Norwegian media’s attention was this weekend focused on the many emails that the princess exchanged with Epstein, years after he pleaded guilty to charges that included soliciting prostitution from a minor in Florida.",The Norwegian medium attention weekend focused many email princess exchanged Epstein year pleaded guilty charge included soliciting prostitution minor Florida
"Norway’s crown princess had years of contact with Epstein, files suggest","The emails contained in the files suggested the two were close, with Mette-Marit telling Epstein that “you tickle my brain” in one message and calling him “soft hearted” and “such a sweetheart” in others.",The email contained file suggested two close Mette-Marit telling Epstein tickle brain one message calling soft hearted sweetheart others
"Norway’s crown princess had years of contact with Epstein, files suggest","In 2012, Mette-Marit told Epstein he was “very charming” and asked if it was “inappropriate for a mother to suggest two naked women carrying a surfboard for my 15 yr old sons wallpaper?”  Weeks earlier she and Epstein had traded emails about him being on a “wife hunt” in Paris.",2012 Mette-Marit told Epstein charming asked inappropriate mother suggest two naked woman carrying surfboard old son wallpaper Weeks earlier Epstein traded email wife hunt Paris
"Norway’s crown princess had years of contact with Epstein, files suggest",She replied that the French capital was “good for adultery” and added that “Scandis (are) better wife material”.,She replied French capital good adultery added Scandis better wife material
"Norway’s crown princess had years of contact with Epstein, files suggest","In another, she thanked Epstein for flowers he had sent when she was feeling unwell, signing off with “Love, Mm.”  The exchanges regularly made mention of plans to get together, while files indicate she also stayed at his house in Palm Beach, Florida, for four days in 2013 when Epstein was not there.",another thanked Epstein flower sent feeling unwell signing Love Mm. The exchange regularly made mention plan get together file indicate also stayed house Palm Beach Florida four day 2013 Epstein
"Norway’s crown princess had years of contact with Epstein, files suggest","In her statement on Saturday, Mette-Marit, 52, expressed her “deep sympathy and solidarity” with Epstein’s victims and said she was responsible “for not having checked Epstein’s background more closely and not understanding quickly enough what kind of person he was”.",statement Saturday Mette-Marit expressed deep sympathy solidarity Epstein victim said responsible checked Epstein background closely understanding quickly enough kind person
"Norway’s crown princess had years of contact with Epstein, files suggest","The files, however, include a 2011 exchange in which Mette-Marit told Epstein that she had “Googled” him, adding “it didn’t look too good” along with a smiling emoji.",The file however include 2011 exchange Mette-Marit told Epstein Googled adding look good along smiling emoji
"Norway’s crown princess had years of contact with Epstein, files suggest",The email did not specify what she had found during her online search.,The email specify found online search
"Norway’s crown princess had years of contact with Epstein, files suggest","As the seven-week trial of her son gets under way in Oslo, the royal couple are not expected to attend.",seven-week trial son get way Oslo royal couple expected attend
"Norway’s crown princess had years of contact with Epstein, files suggest",Haakon has told reporters that Mette-Marit would be away on a private trip during that period.,Haakon told reporter Mette-Marit would away private trip period
"Fernández wins Costa Rican presidency, steering Latin America further right",The rightwing populist Laura Fernández has won Costa Rica’s presidential election in a landslide after promising to crack down on rising violence linked to the cocaine trade.,The rightwing populist Laura Fernández Costa Rica presidential election landslide promising crack rising violence linked cocaine trade
"Fernández wins Costa Rican presidency, steering Latin America further right","Fernández’s nearest rival, centre-right economist Álvaro Ramos, conceded defeat as results showed the ruling party far exceeding the threshold of 40% needed to avoid a runoff.",Fernández nearest rival centre-right economist Álvaro Ramos conceded defeat result showed ruling party far exceeding threshold needed avoid runoff
"Fernández wins Costa Rican presidency, steering Latin America further right","With 94% of polling stations counted, the political heir of outgoing president, Rodrigo Chaves, had captured 48.3% of the vote, compared with Ramos’s 33.4%, according to the Supreme Electoral Tribunal (TSE).",With polling station counted political heir outgoing president Rodrigo Chaves captured 48.3 vote compared Ramos 33.4 according Supreme Electoral Tribunal TSE
"Fernández wins Costa Rican presidency, steering Latin America further right","As soon as the first results were announced, members of Fernández’s Sovereign People’s party erupted in celebrations around the country, waving blue, red and white-striped Costa Rican flags.",soon first result announced member Fernández Sovereign People party erupted celebration around country waving blue red white-striped Costa Rican flag
"Fernández wins Costa Rican presidency, steering Latin America further right","“Viva Rodrigo Chaves,” some cheered, in a nod to Fernández’s mentor.",Viva Rodrigo Chaves cheered nod Fernández mentor
"Fernández wins Costa Rican presidency, steering Latin America further right","Appearing via video link at her party’s official election night gathering in the capital San Jose, Fernández, 39, thanked Chaves for giving her “the confidence to be president-elect of Costa Rica” and said his legacy was in good hands.",Appearing via video link party official election night gathering capital San Jose Fernández thanked Chaves giving confidence president-elect Costa Rica said legacy good hand
"Fernández wins Costa Rican presidency, steering Latin America further right","She vowed to “fight tirelessly” to ensure Costa Rica “continues on the path of economic growth, freedom, and above all, the progress of our people”.",She vowed fight tirelessly ensure Costa Rica continues path economic growth freedom progress people
"Fernández wins Costa Rican presidency, steering Latin America further right","The country of 5.2 million people, famous for its white-sand beaches, has long been seen as an oasis of stability and democracy in Central America.",The country 5.2 million people famous white-sand beach long seen oasis stability democracy Central America
"Fernández wins Costa Rican presidency, steering Latin America further right","But in recent years, it has gone from transit point to logistics hub in the global drug trade.",But recent year gone transit point logistics hub global drug trade
"Fernández wins Costa Rican presidency, steering Latin America further right","Drug trafficking by Mexican and Colombian cartels has seeped into local communities, fuelling turf wars that have caused the murder rate to jump 50% in the past six years, to 17 per 100,000 inhabitants.","Drug trafficking Mexican Colombian cartel seeped local community fuelling turf war caused murder rate jump past six year per 100,000 inhabitant"
"Fernández wins Costa Rican presidency, steering Latin America further right","Fernández cites the iron-fisted Salvadoran president Nayib Bukele, who has locked up thousands of suspected gang members without charge, as an inspiration on how to tackle crime.",Fernández cite iron-fisted Salvadoran president Nayib Bukele locked thousand suspected gang member without charge inspiration tackle crime
"Fernández wins Costa Rican presidency, steering Latin America further right","Fernández’s win confirms a rightward lurch in Latin America, where conservatives have ridden anger towards corruption and crime to win power in Chile, Bolivia, Argentina and Honduras.",Fernández win confirms rightward lurch Latin America conservative ridden anger towards corruption crime win power Chile Bolivia Argentina Honduras
"Fernández wins Costa Rican presidency, steering Latin America further right",Chaves plucked Fernández from relative anonymity to serve as planning minister and chief of staff.,Chaves plucked Fernández relative anonymity serve planning minister chief staff
"Fernández wins Costa Rican presidency, steering Latin America further right","In a conversation with her on Sunday night, Chaves said he was confident that under her leadership “there will be neither dictatorship, nor communism”.",conversation Sunday night Chaves said confident leadership neither dictatorship communism
"Fernández wins Costa Rican presidency, steering Latin America further right","Chaves presided over a sharp rise in violence but avoided blame by pointing the finger at the judiciary, saying it was too soft on crime.",Chaves presided sharp rise violence avoided blame pointing finger judiciary saying soft crime
"Fernández wins Costa Rican presidency, steering Latin America further right","Jessica Salgado, 27, said she voted for Fernández as the continuity candidate, because she felt the government was on the right track, even if violence had increased.",Jessica Salgado said voted Fernández continuity candidate felt government right track even violence increased
"Fernández wins Costa Rican presidency, steering Latin America further right","“The violence exploded because they [the government] are going after the ringleaders, it’s like dragging rats out of the sewer,” Salgado told AFP.",The violence exploded government going ringleader like dragging rat sewer Salgado told AFP
"Fernández wins Costa Rican presidency, steering Latin America further right",Costa Ricans also voted for members of the 57-seat Legislative Assembly on Sunday.,Costa Ricans also voted member 57-seat Legislative Assembly Sunday
"Fernández wins Costa Rican presidency, steering Latin America further right",Fernández’s detractors fear she will try to change the constitution to allow Chaves to return as president after her four-year mandate ends.,Fernández detractor fear try change constitution allow Chaves return president four-year mandate end
"Fernández wins Costa Rican presidency, steering Latin America further right","Under the current constitution, he is barred from seeking re-election until he has been out of power for eight years.",Under current constitution barred seeking re-election power eight year
"Fernández wins Costa Rican presidency, steering Latin America further right","The former president Óscar Arias, winner of the 1987 Nobel peace prize, warned on Sunday that the “survival of democracy” was at stake.",The former president Óscar Arias winner 1987 Nobel peace prize warned Sunday survival democracy stake
"Fernández wins Costa Rican presidency, steering Latin America further right","“The first thing dictators want to do is to reform the constitution to stay in power,” he said, alluding to Chaves.",The first thing dictator want reform constitution stay power said alluding Chaves
"Fernández wins Costa Rican presidency, steering Latin America further right",Fernández has said she is committed to upholding Costa Rica’s democratic tradition.,Fernández said committed upholding Costa Rica democratic tradition
"Fernández wins Costa Rican presidency, steering Latin America further right","The drug trade has sucked in the high-density informal settlements of cities such as the capital, San José, where shootouts between rival drug gangs are increasingly frequent.",The drug trade sucked high-density informal settlement city capital San José shootout rival drug gang increasingly frequent
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"Iran’s president said on Tuesday that he had instructed his foreign minister to “pursue fair and equitable negotiations” with the US, as the two countries reportedly prepared to send top envoys to Istanbul for high-stakes talks on the Iranian nuclear programme later this week.",Iran president said Tuesday instructed foreign minister pursue fair equitable negotiation two country reportedly prepared send top envoy Istanbul high-stakes talk Iranian nuclear programme later week
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"President Masoud Pezeshkian said in a post on X: “I have instructed my minister of foreign affairs, provided that a suitable environment exists – one free from threats and unreasonable expectations – to pursue fair and equitable negotiations, guided by the principles of dignity, prudence, and expediency.”  As US warships and aircraft have amassed in the region for a potential strike on Iran, the country’s foreign minister, Abbas Araghchi, suggested that talks could take place imminently.",President Masoud Pezeshkian said post instructed minister foreign affair provided suitable environment exists one free threat unreasonable expectation pursue fair equitable negotiation guided principle dignity prudence expediency. warship aircraft amassed region potential strike Iran country foreign minister Abbas Araghchi suggested talk could take place imminently
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,Donald Trump on Saturday said Iranians were “seriously talking to us” as he hinted at a deal to avert military strikes against Tehran.,Donald Trump Saturday said Iranians seriously talking hinted deal avert military strike Tehran
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"“We have ships heading to Iran right now, big ones – the biggest and the best – and we have talks going on with Iran and we’ll see how it all works out ... if we can work something out, that would be great and if we can’t, probably bad things would happen.”  Speaking during a visit to the shrine of Ayatollah Ruhollah Khomeini, Araghchi said: “[Iran’s enemies] are talking about diplomacy today, even though Iran has always been ready for this option, provided there is mutual respect and consideration of interests.”  Trump’s envoy Steve Witkoff is expected to arrive in the region for talks in Israel with the prime minister, Benjamin Netanyahu.",ship heading Iran right big one biggest best talk going Iran see work ... work something would great probably bad thing would happen. Speaking visit shrine Ayatollah Ruhollah Khomeini Araghchi said Iran enemy talking diplomacy today even though Iran always ready option provided mutual respect consideration interests. Trump envoy Steve Witkoff expected arrive region talk Israel prime minister Benjamin Netanyahu
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"No date was given for any Iran-US talks but a spokesperson for Tehran’s foreign ministry said that “several points have been addressed and we are examining and finalising the details of each stage in the diplomatic process, which we hope to conclude in the coming days”.",date given Iran-US talk spokesperson Tehran foreign ministry said several point addressed examining finalising detail stage diplomatic process hope conclude coming day
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,Multiple reports have suggested Witkoff and Araghchi would meet on Friday in Istanbul along with representatives of several Arab and Muslim countries to discuss a possible nuclear deal.,Multiple report suggested Witkoff Araghchi would meet Friday Istanbul along representative several Arab Muslim country discus possible nuclear deal
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"Reuters reported that delegations would attend from Qatar, Saudi Arabia, the United Arab Emirates and Egypt.",Reuters reported delegation would attend Qatar Saudi Arabia United Arab Emirates Egypt
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"The meeting would be the first between the US and Iranian officials since last April, shortly before Israel and later the US struck Iranian nuclear and ballistic missile sites during a 12-day war in June.",The meeting would first Iranian official since last April shortly Israel later struck Iranian nuclear ballistic missile site 12-day war June
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"During the conflict, Iran fired hundreds of ballistic missiles at cities and towns in Israel, many of which were downed by interceptors.",During conflict Iran fired hundred ballistic missile city town Israel many downed interceptor
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"Trump has dispatched a “massive armada” of ships and warplanes to the region in response to Iran’s brutal crackdown on protesters that has killed thousands, with activists claiming that more than 30,000 were left dead in a government massacre.","Trump dispatched massive armada ship warplane region response Iran brutal crackdown protester killed thousand activist claiming 30,000 left dead government massacre"
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"They include an aircraft carrier, the USS Abraham Lincoln, along with guided missile destroyers and dozens of warplanes capable of delivering strikes against Iran’s leadership, military targets, or its nuclear programme.",They include aircraft carrier USS Abraham Lincoln along guided missile destroyer dozen warplane capable delivering strike Iran leadership military target nuclear programme
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,The US president has since indicated he also wants Iran to negotiate a new deal to cease production of highly enriched uranium that could be used for a nuclear weapon and to scupper its ballistic missile programme.,The president since indicated also want Iran negotiate new deal cease production highly enriched uranium could used nuclear weapon scupper ballistic missile programme
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,New satellite imagery published last week indicated that Iran had built new roofs over damaged buildings at the Isfahan and Natanz facilities after strikes in June by the US and Israel.,New satellite imagery published last week indicated Iran built new roof damaged building Isfahan Natanz facility strike June Israel
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"Trump has also suggested that he is seeking regime change, raising fears that efforts to topple Iran’s supreme leader, Ayatollah Ali Khamenei, could spark a regional war.",Trump also suggested seeking regime change raising fear effort topple Iran supreme leader Ayatollah Ali Khamenei could spark regional war
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"Reuters on Monday reported that the Iranian government was “increasingly worried” that a limited US strike could reignite protests and potentially lead to a revolution, citing six current and former Iranian officials who said that protesters were increasingly ready to confront the security services.",Reuters Monday reported Iranian government increasingly worried limited strike could reignite protest potentially lead revolution citing six current former Iranian official said protester increasingly ready confront security service
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,Saudi and Israeli officials held talks at the Pentagon last week to discuss potential US strikes and concerns over an Iranian counterattack that could lead to growing conflict in the region.,Saudi Israeli official held talk Pentagon last week discus potential strike concern Iranian counterattack could lead growing conflict region
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,"Iran has threatened to attack Israel, including Tel Aviv, if a strike is launched by the US.",Iran threatened attack Israel including Tel Aviv strike launched
Iran’s top diplomat says government is ready for talks with US on a nuclear deal,Netanyahu on Monday said that Israel was ready “for every scenario” and warned that anyone who attacks the country would face “unbearable consequences”.,Netanyahu Monday said Israel ready every scenario warned anyone attack country would face unbearable consequence
Mexico’s president pledges to send aid to Cuba despite US efforts to cut oil access,"Mexico’s president, Claudia Sheinbaum, has pledged to send humanitarian aid this week to Cuba and said Mexico was “exploring all diplomatic avenues to be able to send fuel to the Cuban people”, despite efforts from Washington to cut off oil to the Caribbean nation.",Mexico president Claudia Sheinbaum pledged send humanitarian aid week Cuba said Mexico exploring diplomatic avenue able send fuel Cuban people despite effort Washington cut oil Caribbean nation
