tokens,labels,labels_encoded
"['The', 'noise', 'only', 'grew', 'louder', 'once', 'Ferrero', 'broke', 'his', 'silence', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28]"
"['While', 'Alcaraz', 'and', 'his', 'team', 'presented', 'the', 'split', 'as', 'mutual', ',', 'the', '45-year-old', 'coach', 'stated', 'he', 'had', 'wished', 'to', 'stay', 'on', 'and', 'was', 'pained', 'by', 'no', 'longer', 'being', 'part', 'of', 'Alcaraz', '’', 's', 'journey', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']","[28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28]"
"['For', 'weeks', ',', 'questions', 'about', 'the', 'world', 'No', '1', '’', 's', 'decision', 'and', 'future', 'prospects', 'dominated', 'Spain', '’', 's', 'large', 'network', 'of', 'sports', 'radio', 'shows', 'and', 'newspapers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 0, 28, 5, 28, 28, 28, 28, 28, 3, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Alcaraz', 'is', 'very', 'active', 'on', 'social', 'media', ',', 'meaning', 'he', 'saw', 'a', 'lot', 'of', 'it', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']","[10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28]"
"['He', 'handled', 'those', 'difficulties', 'the', 'right', 'way', ',', 'focusing', 'on', 'his', 'work', 'with', 'his', 'team', 'and', 'on', 'this', 'ultimate', 'goal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Becoming', 'the', 'youngest', 'man', 'to', 'win', 'seven', 'grand', 'slam', 'titles', '–', 'and', 'the', 'career', 'grand', 'slam', '–', 'is', 'the', 'deserved', 'payoff', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['It', 'is', 'so', 'typical', 'of', 'his', 'prodigious', 'talent', 'and', 'toughness', 'that', ',', 'in', 'his', 'first', 'tournament', 'since', 'promoting', 'Samuel', 'López', 'as', 'his', 'main', 'coach', ',', 'he', 'departed', 'with', 'this', 'career-defining', 'achievement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 8, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['While', 'Ferrero', 'will', 'always', 'be', 'a', 'key', 'figure', 'in', 'Alcaraz', '’', 's', 'development', ',', 'this', 'victory', 'is', 'validation', 'of', 'the', 'decision', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 10, 28, 28, 28, 9, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['He', 'has', 'shown', 'he', 'is', 'capable', 'of', 'taking', 'more', 'responsibility', 'and', 'making', 'difficult', 'decisions', 'with', 'his', 'team', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Despite', 'how', 'Jannik', 'Sinner', 'stumbled', ',', 'his', 'loss', 'to', 'Djokovic', 'in', 'the', 'semi-final', 'being', 'his', 'poorest', 'result', 'in', 'a', 'major', 'since', 'defeat', 'by', 'Daniil', 'Medvedev', 'at', 'Wimbledon', 'in', '2024', ',', 'the', 'ATP', 'remains', 'a', 'duopoly', '.']","['B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'B-ORG', 'B-LOC', 'O', 'B-DATE', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'B-PERSON', 'O']","[10, 28, 10, 23, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 10, 28, 10, 23, 9, 5, 28, 1, 28, 28, 9, 28, 9, 10, 28]"
"['He', 'and', 'Alcaraz', 'will', 'face', 'each', 'other', 'in', 'finals', 'for', 'the', 'foreseeable', 'future', 'and', 'Alcaraz', 'will', 'certainly', 'lose', 'to', 'Sinner', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']","[28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 10, 28]"
"['However', ',', 'this', 'tournament', 'underlined', 'why', 'the', 'Spaniard', 'is', 'on', 'his', 'own', 'unique', 'path', 'and', 'is', 'ahead', 'of', 'all', 'the', 'others', 'since', 'the', 'end', 'of', 'the', 'big', 'three', 'era', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Before', 'achieving', 'these', 'age', 'records', 'on', 'Sunday', ',', 'at', '19', 'he', 'became', 'the', 'youngest', 'man', 'to', 'be', 'No', '1', 'in', 'the', 'world', 'after', 'his', 'US', 'Open', 'triumph', 'in', '2022', ',', 'the', 'only', 'teenager', 'to', 'do', 'so', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 1, 28, 28, 0, 28, 28, 28, 28, 28, 28, 28, 28, 0, 28, 28, 28, 28, 28, 7, 28, 28, 28, 1, 28, 28, 28, 28, 28, 28, 28, 28]"
"['With', 'this', 'victory', ',', 'he', 'has', 'made', 'a', 'strong', 'case', 'for', 'being', 'the', 'best', 'young', 'male', 'the', 'sport', 'has', 'seen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Whether', 'this', 'will', 'convert', 'to', 'his', 'ultimate', 'goal', 'of', 'sitting', 'at', 'the', 'top', 'table', 'as', 'an', 'equal', 'of', 'Djokovic', ',', 'Rafael', 'Nadal', 'and', 'Roger', 'Federer', 'is', 'still', 'far', 'from', 'certain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 10, 23, 28, 10, 23, 28, 28, 28, 28, 28, 28]"
"['As', 'Elena', 'Rybakina', 'and', 'Carlos', 'Alcaraz', 'celebrate', 'victory', ',', 'we', 'take', 'a', 'look', 'at', 'some', 'of', 'the', 'best', 'images', 'from', 'both', 'finals', 'When', 'we', 'make', 'the', 'Guardian', 'available', 'to', 'you', 'online', ',', 'we', 'and', 'our', 'partners', 'may', 'use', 'cookies', 'and', 'similar', 'technologies', 'to', 'help', 'us', 'to', 'do', 'this', '.']","['O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 10, 23, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['A', 'rightwing', 'Brazilian', 'influencer', 'who', 'claimed', 'Donald', 'Trump', '’', 's', 'immigration', 'crackdown', 'targeted', 'only', '“', 'crooks', '”', 'has', 'been', 'arrested', 'by', 'ICE', 'agents', 'in', 'New', 'Jersey', '.']","['O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O', 'O']","[28, 28, 7, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 5, 28, 28]"
"['Júnior', 'Pena', ',', 'whose', 'full', 'name', 'is', 'Eustáquio', 'da', 'Silva', 'Pena', 'Júnior', ',', 'declared', 'his', 'support', 'for', 'the', 'US', 'president', 'in', 'a', 'recent', 'video', 'message', 'to', 'his', 'hundreds', 'of', 'thousands', 'of', 'social', 'media', 'followers', '.']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[10, 23, 28, 28, 28, 28, 28, 10, 23, 23, 23, 23, 28, 28, 28, 28, 28, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['“', 'I', '[', 'support', ']', 'Donald', 'Trump', '–', 'I', 'like', 'the', 'guy', ',', '”', 'announced', 'the', 'South', 'American', 'TikToker', 'and', 'Instagrammer', 'whose', 'account', 'purports', 'to', 'show', '“', 'the', 'reality', 'of', 'the', 'United', 'States', '”', 'from', 'a', 'migrant', '’', 's', 'perspective', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O']","[28, 28, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 21, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 22, 28, 28, 28, 28, 28, 7, 28, 28]"
"['In', 'a', 'previous', 'video', ',', 'Pena', 'reportedly', 'urged', 'Brazilians', 'to', 'stay', 'calm', 'and', 'not', '“', 'despair', '”', 'after', 'reports', 'that', 'ICE', 'agents', 'were', 'rounding', 'up', 'migrants', ',', 'including', 'Brazilians', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O']","[28, 28, 28, 28, 28, 10, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 7, 28]"
"['On', 'Saturday', ',', 'Pena', 'was', 'himself', 'reportedly', 'detained', 'and', 'sent', 'to', 'the', 'Delaney', 'Hall', 'detention', 'facility', 'in', 'Newark', ',', 'New', 'Jersey', '.']","['O', 'B-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O']","[28, 1, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 5, 28, 28, 28, 28, 5, 28, 5, 28, 28]"
"['One', 'friend', 'told', 'the', 'local', 'newspaper', 'the', 'Brazilian', 'Times', 'that', 'Pena', 'had', 'been', 'taken', 'into', 'custody', 'after', 'missing', 'a', 'court', 'hearing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'detainee', '’', 's', 'lawyer', ',', 'Andrew', 'Lattarulo', ',', 'was', 'reportedly', 'trying', 'to', 'resolve', 'the', 'situation', 'and', 'prevent', 'him', 'being', 'transferred', 'to', 'another', 'state', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'Brazilian', 'influencer', 'has', 'reportedly', 'lived', 'in', 'the', 'US', 'since', '2009', 'and', 'hails', 'from', 'Belo', 'Horizonte', ',', 'the', 'capital', 'of', 'Minas', 'Gerais', ',', 'from', 'where', 'a', 'large', 'number', 'of', 'people', 'have', 'emigrated', 'to', 'the', 'US', 'and', 'Europe', '.']","['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-DATE', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","[28, 7, 28, 28, 28, 28, 28, 28, 5, 28, 1, 28, 28, 28, 5, 28, 28, 28, 28, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 5, 28, 5, 28]"
"['Pena', 'uses', 'his', 'social', 'networks', 'to', 'echo', 'the', 'stories', 'of', 'migrants', 'as', 'well', 'as', 'voices', 'critical', 'of', 'Brazil', '’', 's', 'leftwing', 'president', ',', 'Luiz', 'Inácio', 'Lula', 'da', 'Silva', ',', 'and', 'those', 'supportive', 'of', 'its', 'recently', 'jailed', 'former', 'far-right', 'president', 'Jair', 'Bolsonaro', ',', 'who', 'is', 'an', 'ally', 'of', 'Trump', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']","[10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 3, 28, 28, 28, 28, 28, 10, 28, 10, 23, 23, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 28, 10, 28]"
"['The', 'US', '’', 's', 'estimated', '2', 'million-strong', 'Brazilian', 'community', 'has', 'been', 'badly', 'affected', 'by', 'Trump', '’', 's', 'anti-migrant', 'offensive', ',', 'with', 'the', 'number', 'of', 'deported', 'Brazilians', 'hitting', 'a', 'record', 'high', 'of', '2,785', 'last', 'year', ',', 'compared', 'with', '1,640', 'in', '2024', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-DATE', 'O']","[28, 5, 28, 28, 28, 0, 28, 7, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 0, 1, 16, 28, 28, 28, 0, 28, 1, 28]"
"['In', 'a', 'recent', 'report', 'about', 'the', '“', 'veritable', 'manhunt', '”', 'playing', 'out', 'under', 'Trump', ',', 'the', 'Brazilian', 'magazine', 'Veja', 'warned', 'readers', ':', '“', 'There', 'is', 'an', 'atmosphere', 'of', 'fear', 'on', 'the', 'streets', 'where', 'anyone', 'who', '‘', 'looks', 'foreign', '’', 'can', 'be', 'a', 'target', '…', 'irrespective', 'of', 'their', '[', 'immigration', ']', 'status.', '”', 'The', 'magazine', 'said', 'Brazilian', 'migrants', 'in', 'cities', 'such', 'as', 'Boston', 'were', 'adopting', 'drastic', '“', 'survival', 'tactics', '”', 'including', 'not', 'speaking', 'Portuguese', 'in', 'public', 'and', 'trying', 'to', 'dress', 'like', '“', 'average', 'Americans', '”', 'when', 'leaving', 'their', 'homes', '.']","['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-NORP', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LANGUAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 7, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 3, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 4, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 28, 28, 28]"
"['Leftwing', 'Brazilians', 'flocked', 'to', 'Pena', '’', 's', 'Instagram', 'account', 'to', 'taunt', 'him', 'after', 'news', 'of', 'his', 'detention', 'went', 'viral', '.']","['O', 'B-NORP', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 7, 28, 28, 10, 28, 28, 7, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['“', 'You', 'supported', 'Trump', 'and', 'in', 'the', 'end', 'you', 'suffered', 'the', 'consequences', ',', '”', 'wrote', 'one', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['“', 'What', 'goes', 'around', 'comes', 'around', ',', '”', 'a', 'second', 'critic', 'posted', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 8, 28, 28, 28]"
"['Friends', 'of', 'the', 'influencer', 'posted', 'messages', 'asking', 'his', 'followers', 'to', 'pray', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Until', 'three', 'months', 'ago', ',', 'Wael', 'Tarabishi', 'and', 'his', 'father', ',', 'Maher', ',', 'were', 'inseparable', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O']","[28, 28, 28, 28, 28, 10, 23, 28, 28, 28, 28, 10, 28, 10, 28, 28]"
"['It', 'was', 'a', 'necessity', ';', 'in', 'addition', 'to', 'being', 'best', 'friends', ',', 'Maher', 'was', 'the', 'caretaker', 'for', '30-year-old', 'Wael', ',', 'who', 'was', 'diagnosed', 'with', 'a', 'progressive', 'muscle', 'disorder', 'called', 'Pompe', 'disease', 'when', 'he', 'was', 'a', 'child', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O']","[28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 23, 28, 28, 28, 28, 10, 28, 10, 23, 28, 10, 28, 28, 28, 28, 28, 7, 28, 10, 28, 10, 28, 28, 28]"
"['As', 'Wael', '’', 's', 'mother', 'said', 'in', 'November', ',', 'Maher', 'was', 'his', 'son', '’', 's', '“', 'case', 'manager', ',', 'his', 'equipment', 'company', ',', 'his', 'doctor', ',', 'his', 'everything', '”', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 10, 28, 28, 28, 28, 28, 1, 28, 10, 23, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['But', 'in', 'late', 'October', ',', 'Maher', 'was', 'detained', 'by', 'Immigration', 'and', 'Customs', 'Enforcement', '(', 'ICE', ')', 'agents', 'after', 'a', 'routine', 'visit', 'to', 'a', 'field', 'office', 'in', 'Dallas', '.']","['O', 'O', 'O', 'B-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","[28, 28, 28, 1, 28, 10, 28, 28, 28, 9, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 5, 28]"
"['It', 'was', 'the', 'same', 'visit', 'the', 'Jordan-born', 'Maher', 'had', 'made', 'for', 'years', ',', 'ever', 'since', 'he', 'was', 'allowed', 'to', 'remain', 'in', 'the', 'US', 'because', 'he', 'is', 'his', 'son', '’', 's', 'primary', 'caretaker', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 7, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Without', 'that', 'care', ',', 'Wael', '’', 's', 'condition', 'rapidly', 'deteriorated', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28]"
"['He', 'was', 'repeatedly', 'hospitalized', 'and', 'underwent', 'multiple', 'surgeries', ',', 'all', 'while', 'the', 'family', 'pleaded', 'with', 'the', 'federal', 'government', 'to', 'release', 'Maher', 'or', 'grant', 'him', 'the', 'ability', 'to', 'communicate', 'with', 'his', 'son', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['On', '23', 'January', ',', 'Wael', 'died', 'in', 'the', 'hospital', '–', 'and', 'Maher', 'has', 'now', 'been', 'denied', 'the', 'chance', 'to', 'attend', 'his', 'son', '’', 's', 'funeral', '.']","['O', 'B-CARDINAL', 'B-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 0, 1, 28, 10, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
